id,created_at,updated_at,version,srd_version,name,stat_block_id
46b227cd-0fc6-5ee6-8035-0b6b8f3a689f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Aboleth,3a97722b-d731-5b16-8d48-45517a5a853b
4bbd8001-866e-5f16-a2f0-59fddafde089,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Air Elemental,02d56165-918f-5708-89af-3df7569c4f7f
1cfd930a-d666-5c7b-b6e3-aff7b9fd888b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Animated Armor,49a0bd4b-a9f9-50b2-9bc3-629df64418ea
5676d4b4-6470-5e30-bf61-3dfbd02c7205,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Animated Flying Sword,00be073f-399c-53ec-b755-86bd872fab90
189793dc-f5e4-59df-aff7-cdb15aa63b3c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Animated Rug of Smothering,a088256d-750f-5976-a8d0-29afc20ed1ae
06b59709-60fc-5731-883e-e15264b8b14a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Ankheg,a3c0f2aa-e536-5f85-b152-49e28effcd22
a0394bd4-747c-5cb3-9405-a40e6523bf96,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Assassin,b9f0f10b-2ba9-5c77-97f0-f5ef4820930b
d7b8054f-10db-5c6b-b82c-07a859b99fdc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Awakened Shrub,ead25cde-1a8d-5b07-8653-b98adfa2622c
4edaa015-5b7d-56ce-935f-67fea5697b87,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Awakened Tree,584358af-5ad8-5f80-9d4c-7d4782a3c9ef
a4597030-c504-5a85-818c-1b3f531a2783,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Axe Beak,30bb8dc4-bfa7-5a91-b0b7-3bf6eeabe7e3
937d2b6d-0444-52cf-b149-5a51c9cf3990,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Azer Sentinel,2723c0a7-abe7-5dab-bf94-e15c6d618c94
292da813-d91d-55fd-8883-3475b917462c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Balor,dc1e420c-2ae8-50f4-8632-36e3594b028c
0173648a-a10a-554f-9475-519afd43940a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bandit,65fca663-1259-5ad7-b71b-4268a89c1de8
f2d812cf-b5a1-59e4-bca1-f4f9820653dd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bandit Captain,2048dc5f-85e3-5c28-8fd2-92fbd80710ea
f5fbf17c-b052-577d-80ed-06737ff061e1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Barbed Devil,9c07ced8-070d-550e-95b8-e88ef5c281a2
6c0bc195-4b28-5358-8a9d-0e65fc562915,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Basilisk,e50d02ac-c53c-5c91-afc5-2fc73ebbaa43
0c807c65-b40d-55ed-83b0-907824b64e08,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bearded Devil,fd78f130-1479-58d2-be72-d39c70317061
72297f7b-f9f5-5d57-9a67-9935cd27cd93,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Behir,5c8dc5ce-2b6d-55b9-86d3-bf6d728aba72
995946ea-9638-5813-9e21-f32e45cb9fdf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Berserker,92238e35-a2f2-5362-8349-b6235f1b7942
91de34c6-a0f4-55db-8357-7aeddbed1ff2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Black Dragon Wyrmling,eb2ea78b-f92d-5b9e-ac8b-44a45da749ef
b42ce23b-f28c-555f-a3c4-10473892bb60,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Young Black Dragon,f9283f1b-1e59-5722-9f4b-5eec409900ff
238201fd-3cf3-5104-aef3-299a86ed8be4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Adult Black Dragon,4c42bba9-e53c-5166-88aa-f2bcae6099c3
b69891a8-2174-5be1-b9fd-2501b70a2a98,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Ancient Black Dragon,d105defc-70be-5c46-bb92-261210cb9017
ac888d71-6d0f-59ca-9ce7-e970eaf332f7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Black Pudding,fee468d5-1dea-5c29-ae19-29f2c0a7eea2
a6edd866-29ab-58bf-967a-b6de80d051b9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Blink Dog,e5f4102e-d8b6-511b-88a6-722798cd9699
efb8e8f7-d897-5622-82cc-152683a11107,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Blue Dragon Wyrmling,3252b304-f866-565f-8589-bc91ad630818
b3f49e2a-430b-5851-bda8-92b98f553c6c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Young Blue Dragon,28ca8680-d046-521a-8cfe-e08f36ec9784
3049bc31-346a-5f24-b31c-e2a0cf0aca66,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Adult Blue Dragon,ad6bc2d8-cb47-56c1-9f95-b6a4d49e3fd9
e5f611f0-5c7a-511c-a8a8-1cb63b04762e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Ancient Blue Dragon,175e7fb4-0b2d-58d0-9509-0e38d5cc1b76
a2c7d73b-15ab-5601-8955-9f4aaba13580,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bone Devil,0e85d74b-3cc9-528e-8346-0c50e2fa890a
4545078b-b6b5-5b86-ae6f-db3b6ee4ec07,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Brass Dragon Wyrmling,53eecd33-b723-5698-aad8-be4f5769dfff
024ad12c-5b7e-5cf5-96ed-038564650a42,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Young Brass Dragon,4861d128-a31a-5af4-a8cf-186ba15cdbe7
9eaca3f4-9a94-55b0-b943-164554cd56a6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Adult Brass Dragon,0a0ac3d8-b993-56f8-bacc-4fd12b3ebd82
df08323f-8283-5a76-8e59-db261e5699cb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Ancient Brass Dragon,a79b4f29-217a-560d-b531-c4e3a1e90688
67d22552-45bc-5c1e-9197-6e139a3bdce0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bronze Dragon Wyrmling,1810cc58-9406-5d1c-b03a-45846d94f7d6
ef9825d6-a4bc-52f4-a90a-5faf597fa970,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Young Bronze Dragon,f8a6fde2-0db9-5a03-9908-cafbe72ef9bf
d911473f-10dd-5693-ae8c-5f4d848ef604,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Adult Bronze Dragon,4a686859-4851-5d47-b3ea-d5303adfac70
d868989c-6d68-560d-b24e-3b94b08d356b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Ancient Bronze Dragon,feb2e64e-a0be-5b77-b650-900315f7fbb2
90067115-555c-5acc-957b-0c7a44cff00c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bugbear Stalker,707a2111-17f9-5510-8d72-0638f947ccb1
f7b87996-fc6f-53ec-b816-62bccf41130a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bugbear Warrior,1f4940b4-7f8a-52de-8c9f-ca62bb7a26bb
efbcf99e-3ae6-5f64-bd1e-c8ae2771d71e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bulette,61a8a166-336a-5981-9e69-b22289abc5f6
3900ed97-8406-58b8-a8b2-00e2527b7f54,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Centaur Trooper,0068719a-5a5d-5df4-a8e5-55b712c71e7f
b33406c2-b3c4-532c-9163-08e77a22e8d7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Chain Devil,9d0f45d2-353c-55d6-b25a-ecf41a13a35e
7ff63083-a299-54c6-adce-4e9e1e73015f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Chimera,b7798ab4-ff0f-597c-8f42-24ff5148156d
fa3cf01c-ab71-5c42-b5be-01296eca0638,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Chuul,f8687241-5230-57e7-8cc5-96a1769ed7eb
88d88928-c048-5212-8e11-12172a8698ab,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Clay Golem,30ddc18c-251c-5334-99e2-7b0e692d8a05
aa224038-6a38-5eb5-b0b6-d7c28528abd5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Cloaker,be712961-00e4-5fdc-b3d9-7ce4b3ef3839
0a539183-c8ec-5ac2-979a-74bdbd393086,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Cloud Giant,28133e24-4663-51d1-9e69-22efd9a246dd
06b77d5c-b95c-5d2b-989e-ac83595a1767,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Cockatrice,b9eea488-d320-5cfa-b843-701d38590264
4c72bd74-6235-5708-95f0-3cf60b3038a4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Commoner,a8fc19ef-5730-5d26-b461-c590dfdbc3b9
aece3335-e3cd-5a21-8026-a0ebdff39798,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Copper Dragon Wyrmling,ce0387c8-3d13-50bf-a216-5174851b483d
d57e7408-eae5-52b8-b6d0-d44ed085dbb3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Young Copper Dragon,20d99010-e378-59c5-a9ca-52eb9fbd070c
4253163f-5260-5fc1-941f-0e14e0c4bcd0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Adult Copper Dragon,df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5
c6ce0828-f978-5a84-909d-cabadd548892,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Ancient Copper Dragon,33da4341-6b62-5233-9c0f-f355e2738ccc
